"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
"306906891","05/23/2025","02:16:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,019,102","188,511","40.684037","-73.874337","POINT (-73.874337 40.684037)"
"304789869","04/15/2025","11:00:00","BRONX","OUTSIDE","50","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,011,732","257,490","40.873392","-73.900629","POINT (-73.900629 40.873392)"
"310305116","07/27/2025","18:05:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,008,045","244,746","40.838423","-73.914005","POINT (-73.914005 40.838423)"
"313570970","09/28/2025","01:12:00","BRONX","OUTSIDE","43","0","COMMERCIAL","BAR/NIGHT CLUB","N","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,021,853","242,624","40.832551","-73.864117","POINT (-73.864117 40.832551)"
"306214613","05/10/2025","20:33:00","BRONX","OUTSIDE","40","0","STREET","GROCERY/BODEGA","N","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,005,529","233,942","40.808777","-73.923131","POINT (-73.923131 40.808777)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","Y","25-44","M","BLACK","25-44","M","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"300318397","01/30/2025","14:29:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC","1,016,057","247,615","40.846273","-73.885036","POINT (-73.885036 40.846273)"
"299382241","01/13/2025","21:15:00","MANHATTAN","OUTSIDE","30","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","997,512","239,558","40.824207","-73.95208","POINT (-73.95208 40.824207)"
"299996365","01/24/2025","20:20:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK HISPANIC","1,014,445","240,852","40.827717","-73.890893","POINT (-73.890893 40.827717)"
"303036414","03/17/2025","20:35:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,008,291","247,744","40.846651","-73.913105","POINT (-73.913105 40.846651)"
"298756517","01/01/2025","05:15:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","45-64","M","BLACK","18-24","M","BLACK","1,009,255","244,278","40.83712653","-73.90963478","POINT (-73.90963478 40.83712653)"
"304022767","04/01/2025","15:30:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,016,830","249,479","40.851386","-73.882234","POINT (-73.882234 40.851386)"
"300412113","02/01/2025","05:05:00","QUEENS","OUTSIDE","104","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC","1,008,052","197,914","40.709882","-73.914147","POINT (-73.914147 40.709882)"
"307581457","06/04/2025","21:15:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","(null)","(null)","(null)","18-24","M","BLACK","982,756","210,139","40.74347","-74.005392","POINT (-74.005392 40.74347)"
"299453928","01/14/2025","19:06:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,003,654","187,147","40.68034","-73.930039","POINT (-73.930039 40.68034)"
"301377740","02/13/2025","19:20:00","BROOKLYN","OUTSIDE","75","0","COMMERCIAL","STORE UNCLASSIFIED","N","(null)","(null)","(null)","18-24","M","BLACK","1,015,480","181,597","40.665074","-73.887429","POINT (-73.887429 40.665074)"
"311298007","08/16/2025","02:28:00","BRONX","OUTSIDE","45","0","STREET","BAR/NIGHT CLUB","N","45-64","M","BLACK HISPANIC","25-44","F","BLACK","1,031,709","242,991","40.83351","-73.828497","POINT (-73.828497 40.83351)"
"300566188","02/04/2025","12:20:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","982,756","210,139","40.74347","-74.005392","POINT (-74.005392 40.74347)"
"312802388","09/12/2025","16:10:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","18-24","M","BLACK","45-64","F","BLACK","1,003,536","177,105","40.652778","-73.930494","POINT (-73.930494 40.652778)"
"306651766","05/18/2025","23:43:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","Y","18-24","M","BLACK","25-44","M","BLACK","997,566","234,085","40.809184","-73.951896","POINT (-73.951896 40.809184)"
"300341223","01/31/2025","11:55:00","BROOKLYN","OUTSIDE","79","0","STREET","(null)","N","25-44","M","BLACK","25-44","F","WHITE HISPANIC","995,261","191,567","40.692485","-73.960292","POINT (-73.960292 40.692485)"
"311661208","08/22/2025","16:03:00","BRONX","OUTSIDE","45","0","STREET","(null)","N","<18","M","BLACK","<18","M","BLACK","1,027,267","245,362","40.84003243","-73.84453462","POINT (-73.84453462 40.84003243)"
"313251172","09/20/2025","10:37:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","65+","M","BLACK","25-44","M","BLACK","1,001,186","241,442","40.829371","-73.938802","POINT (-73.938802 40.829371)"
"306675852","05/19/2025","14:12:00","MANHATTAN","OUTSIDE","28","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","M","WHITE HISPANIC","998,746","230,395","40.799054","-73.947644","POINT (-73.947644 40.799054)"
"300318398","01/30/2025","17:58:00","QUEENS","OUTSIDE","114","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1,009,645","213,978","40.75397","-73.90834","POINT (-73.90834 40.75397)"
"312452888","09/06/2025","00:04:00","BROOKLYN","INSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,004,899","187,202","40.680488","-73.925554","POINT (-73.925554 40.680488)"
"310867868","08/07/2025","16:15:00","QUEENS","OUTSIDE","101","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","<18","M","BLACK","1,044,048","156,630","40.596398","-73.784674","POINT (-73.784674 40.596398)"
"308408220","06/20/2025","15:57:00","QUEENS","OUTSIDE","100","0","STREET","GROCERY/BODEGA","N","(null)","(null)","(null)","45-64","M","BLACK","1,041,002","155,343","40.592886","-73.795653","POINT (-73.795653 40.592886)"
"310000251","07/21/2025","00:30:00","QUEENS","OUTSIDE","113","0","STREET","(null)","N","45-64","M","BLACK","25-44","M","BLACK","1,040,912","190,677","40.689869","-73.795682","POINT (-73.795682 40.689869)"
"303829749","03/28/2025","14:29:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","Y","25-44","M","BLACK","25-44","M","WHITE HISPANIC","963,153","171,643","40.63777181","-74.07601437","POINT (-74.07601437 40.63777181)"
"310613390","08/03/2025","03:30:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,028,239","216,107","40.759739","-73.841212","POINT (-73.841212 40.759739)"
"311113696","08/12/2025","19:02:00","BRONX","INSIDE","43","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","ASIAN / PACIFIC ISLANDER","18-24","M","ASIAN / PACIFIC ISLANDER","1,018,291","243,086","40.833835","-73.876987","POINT (-73.876987 40.833835)"
"312202110","09/01/2025","19:34:00","BRONX","OUTSIDE","49","0","STREET","(null)","Y","18-24","M","BLACK","25-44","M","BLACK","1,020,797","254,600","40.865427","-73.867866","POINT (-73.867866 40.865427)"
"310357834","07/28/2025","18:28:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","(null)","N","25-44","M","BLACK","25-44","M","WHITE","991,647","215,481","40.758128","-73.973298","POINT (-73.973298 40.758128)"
"307442124","06/02/2025","21:55:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","45-64","M","BLACK","1,007,689","191,193","40.691437","-73.915478","POINT (-73.915478 40.691437)"
"307581455","06/04/2025","21:33:00","BRONX","OUTSIDE","41","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,013,340","238,793","40.822069","-73.894895","POINT (-73.894895 40.822069)"
"308658623","06/25/2025","22:20:00","BROOKLYN","OUTSIDE","78","0","STREET","(null)","Y","25-44","M","BLACK","25-44","F","BLACK","992,342","187,609","40.68161639","-73.97082463","POINT (-73.97082463 40.68161639)"
"305304922","04/24/2025","22:55:00","QUEENS","OUTSIDE","101","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,051,499","161,161","40.60877086","-73.75780082","POINT (-73.75780082 40.60877086)"
"308005978","06/12/2025","21:20:00","BRONX","OUTSIDE","42","0","STREET","(null)","Y","25-44","M","ASIAN / PACIFIC ISLANDER","45-64","M","BLACK","1,011,512","242,249","40.831562","-73.901486","POINT (-73.901486 40.831562)"
"310435646","07/30/2025","01:08:00","QUEENS","OUTSIDE","106","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","ASIAN / PACIFIC ISLANDER","1,032,482","182,014","40.66613169","-73.82614181","POINT (-73.82614181 40.66613169)"
"303630517","03/25/2025","14:22:00","BROOKLYN","INSIDE","83","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","<18","M","BLACK","1,006,631","192,819","40.695902","-73.919289","POINT (-73.919289 40.695902)"
"310276532","07/26/2025","21:24:00","BRONX","OUTSIDE","42","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,012,201","240,878","40.827795","-73.899003","POINT (-73.899003 40.827795)"
"303829752","03/28/2025","23:55:00","BRONX","OUTSIDE","44","0","STREET","(null)","Y","25-44","M","BLACK","25-44","M","WHITE HISPANIC","1,004,129","243,241","40.834302","-73.928161","POINT (-73.928161 40.834302)"
"301609656","02/24/2025","11:30:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","45-64","I","BLACK","1,007,046","192,510","40.695051","-73.917793","POINT (-73.917793 40.695051)"
"303772633","03/27/2025","11:15:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","WHITE","1,000,482","230,365","40.79897","-73.941374","POINT (-73.941374 40.79897)"
"308755262","06/27/2025","02:00:00","MANHATTAN","OUTSIDE","26","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","997,083","236,928","40.816989","-73.953638","POINT (-73.953638 40.816989)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"312482075","09/06/2025","16:20:00","BROOKLYN","INSIDE","60","0","DWELLING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","18-24","M","BLACK","984,091","149,559","40.577192","-74.000571","POINT (-74.000571 40.577192)"
"304263629","04/05/2025","17:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1,009,234","247,586","40.846216","-73.909699","POINT (-73.909699 40.846216)"
"306106327","05/09/2025","03:17:00","BROOKLYN","OUTSIDE","78","0","PLAYGROUND","(null)","N","18-24","M","BLACK","25-44","M","BLACK","988,044","187,270","40.680699","-73.98632","POINT (-73.98632 40.680699)"
"312482074","09/06/2025","23:47:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,005,407","235,915","40.814191","-73.923568","POINT (-73.923568 40.814191)"
"312865020","09/13/2025","21:20:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,004,026","176,169","40.650208","-73.928733","POINT (-73.928733 40.650208)"
"310276536","07/26/2025","00:50:00","MANHATTAN","OUTSIDE","6","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","984,687","204,757","40.728697","-73.998422","POINT (-73.998422 40.728697)"
"307632869","06/05/2025","19:35:00","BROOKLYN","OUTSIDE","63","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","1,006,302","170,051","40.63341","-73.920548","POINT (-73.920548 40.63341)"
"303861624","03/29/2025","13:21:00","BROOKLYN","OUTSIDE","81","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,000,876","191,778","40.693058","-73.940046","POINT (-73.940046 40.693058)"
"310937083","08/09/2025","01:19:00","MANHATTAN","OUTSIDE","14","0","STREET","(null)","N","<18","M","BLACK","65+","M","WHITE HISPANIC","987,965","215,284","40.75759","-73.98659","POINT (-73.98659 40.75759)"
"310000250","07/21/2025","21:15:00","BRONX","OUTSIDE","49","2","HOUSING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","<18","F","BLACK","1,025,376","256,697","40.871163","-73.851299","POINT (-73.851299 40.871163)"
"306215083","05/10/2025","21:35:00","QUEENS","OUTSIDE","101","2","HOUSING","(null)","N","(null)","(null)","(null)","25-44","F","BLACK","1,044,121","155,673","40.59377","-73.784419","POINT (-73.784419 40.59377)"
"301018725","02/12/2025","21:11:00","BROOKLYN","OUTSIDE","79","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","25-44","F","BLACK","25-44","M","WHITE HISPANIC","999,258","193,584","40.698016","-73.945876","POINT (-73.945876 40.698016)"
"312151471","08/31/2025","05:04:00","BROOKLYN","OUTSIDE","90","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,002,626","199,772","40.714995","-73.933711","POINT (-73.933711 40.714995)"
"308146002","06/16/2025","15:41:00","BROOKLYN","OUTSIDE","75","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK","<18","M","WHITE HISPANIC","1,016,886","179,405","40.659053","-73.88237","POINT (-73.88237 40.659053)"
"306294378","05/12/2025","00:36:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","18-24","M","BLACK","1,010,112","173,282","40.64225788","-73.90681063","POINT (-73.90681063 40.64225788)"
"303772633","03/27/2025","11:15:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","WHITE","1,000,482","230,365","40.79897","-73.941374","POINT (-73.941374 40.79897)"
"309519557","07/12/2025","21:20:00","BROOKLYN","OUTSIDE","79","0","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","(null)","(null)","(null)","25-44","M","BLACK","995,619","190,845","40.690505","-73.959005","POINT (-73.959005 40.690505)"
"303898920","03/30/2025","22:50:00","BROOKLYN","INSIDE","75","0","DWELLING","MULTI DWELL - APT BUILD","Y","(null)","(null)","(null)","45-64","M","BLACK","1,014,285","185,709","40.676364","-73.891718","POINT (-73.891718 40.676364)"
"311362222","08/17/2025","17:40:00","BROOKLYN","OUTSIDE","75","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","<18","M","BLACK","45-64","M","BLACK","1,019,847","184,424","40.672815","-73.871674","POINT (-73.871674 40.672815)"
"309301656","07/08/2025","14:00:00","BRONX","OUTSIDE","41","0","STREET","(null)","N","<18","M","BLACK HISPANIC","45-64","F","BLACK HISPANIC","1,011,965","238,048","40.820028","-73.899866","POINT (-73.899866 40.820028)"
"299070750","01/07/2025","18:33:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,006,184","233,270","40.806931","-73.920768","POINT (-73.920768 40.806931)"
"299648921","01/17/2025","09:54:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,004,934","235,728","40.81368","-73.925276","POINT (-73.925276 40.81368)"
"308717968","06/26/2025","22:40:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","Y","18-24","M","BLACK","18-24","M","BLACK","1,012,575","171,356","40.636975","-73.897943","POINT (-73.897943 40.636975)"
"305285855","04/24/2025","10:21:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,001,375","231,978","40.803394","-73.938144","POINT (-73.938144 40.803394)"
"305163491","04/22/2025","20:42:00","BROOKLYN","OUTSIDE","94","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,001,685","201,032","40.718455","-73.937104","POINT (-73.937104 40.718455)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","N","25-44","M","BLACK","<18","F","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"309107259","07/05/2025","00:17:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,010,127","179,631","40.659695","-73.906732","POINT (-73.906732 40.659695)"
"309175595","07/06/2025","15:30:00","BRONX","OUTSIDE","42","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1,012,293","245,330","40.840013","-73.898651","POINT (-73.898651 40.840013)"
"312957372","09/15/2025","17:32:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","<18","M","BLACK","<18","M","BLACK","1,002,444","231,358","40.80169","-73.934282","POINT (-73.934282 40.80169)"
"302818233","03/14/2025","14:29:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1,007,631","235,829","40.813951","-73.915531","POINT (-73.915531 40.813951)"
"301565779","02/23/2025","23:41:00","BRONX","INSIDE","43","0","DWELLING","MULTI DWELL - APT BUILD","N","<18","M","BLACK","45-64","F","WHITE HISPANIC","1,024,656","245,412","40.840191","-73.85397","POINT (-73.85397 40.840191)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","Y","25-44","M","BLACK","45-64","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"305412877","04/27/2025","07:11:00","QUEENS","OUTSIDE","109","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,036,473","217,965","40.764795","-73.811476","POINT (-73.811476 40.764795)"
"309456641","07/11/2025","01:00:00","BROOKLYN","INSIDE","75","0","COMMERCIAL","SOCIAL CLUB/POLICY LOCATI","N","45-64","M","BLACK","45-64","M","BLACK","1,015,378","177,864","40.654826","-73.887815","POINT (-73.887815 40.654826)"
"313259953","09/21/2025","04:46:00","BROOKLYN","OUTSIDE","90","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","998,306","196,769","40.706761","-73.949302","POINT (-73.949302 40.706761)"
"309293633","07/08/2025","13:25:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,007,212","178,266","40.655957","-73.917241","POINT (-73.917241 40.655957)"
"308965098","07/02/2025","02:50:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","25-44","F","WHITE HISPANIC","25-44","M","BLACK","997,329","233,660","40.808017","-73.952753","POINT (-73.952753 40.808017)"
"306906891","05/23/2025","02:16:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,019,102","188,511","40.684037","-73.874337","POINT (-73.874337 40.684037)"
"301923239","03/01/2025","03:20:00","MANHATTAN","OUTSIDE","9","0","COMMERCIAL","BAR/NIGHT CLUB","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","986,120","203,392","40.724951","-73.993251","POINT (-73.993251 40.724951)"
"301184410","02/16/2025","14:55:00","QUEENS","INSIDE","114","0","COMMERCIAL","(null)","N","(null)","(null)","(null)","<18","M","BLACK HISPANIC","1,001,016","213,414","40.752444","-73.939488","POINT (-73.939488 40.752444)"
"309874797","07/19/2025","23:45:00","MANHATTAN","OUTSIDE","33","0","PLAYGROUND","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","BLACK","1,000,322","249,604","40.85176561","-73.94190484","POINT (-73.94190484 40.85176561)"
"306613733","05/18/2025","03:54:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,016,250","208,615","40.739229","-73.884526","POINT (-73.884526 40.739229)"
"298950447","01/05/2025","21:25:00","BROOKLYN","OUTSIDE","75","0","COMMERCIAL","GROCERY/BODEGA","N","(null)","(null)","(null)","<18","M","BLACK","1,019,406","184,339","40.672585","-73.873262","POINT (-73.873262 40.672585)"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"302206261","03/06/2025","22:56:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","45-64","M","BLACK","25-44","M","BLACK","1,008,245","183,796","0","0","POINT (0 0)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","Y","18-24","M","BLACK","25-44","F","WHITE HISPANIC","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"305446969","04/27/2025","16:45:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","BLACK","983,855","148,073","40.57310209","-74.00142184","POINT (-74.00142184 40.57310209)"
"312382744","09/04/2025","20:38:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,002,407","185,867","40.676828","-73.93454","POINT (-73.93454 40.676828)"
"310357834","07/28/2025","18:28:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","(null)","Y","25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER","991,647","215,481","40.758128","-73.973298","POINT (-73.973298 40.758128)"
"312202110","09/01/2025","19:34:00","BRONX","OUTSIDE","49","0","STREET","(null)","Y","18-24","M","BLACK","18-24","M","BLACK","1,020,797","254,600","40.865427","-73.867866","POINT (-73.867866 40.865427)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","N","<18","M","WHITE HISPANIC","25-44","M","WHITE","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"300999026","02/12/2025","06:13:00","BRONX","OUTSIDE","43","0","(null)","(null)","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,020,496","243,568","40.83515","-73.869013","POINT (-73.869013 40.83515)"
"299257997","01/11/2025","03:55:00","QUEENS","OUTSIDE","114","0","STREET","BAR/NIGHT CLUB","N","25-44","M","BLACK","25-44","M","BLACK","1,009,970","220,539","40.771977","-73.90714","POINT (-73.90714 40.771977)"
"311949658","08/26/2025","15:30:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,014,898","249,845","40.852399","-73.889217","POINT (-73.889217 40.852399)"
"306214613","05/10/2025","20:33:00","BRONX","OUTSIDE","40","0","STREET","GROCERY/BODEGA","Y","<18","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC","1,005,529","233,942","40.808777","-73.923131","POINT (-73.923131 40.808777)"
"306234142","05/11/2025","15:02:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","1,007,234","179,933","40.660532","-73.917158","POINT (-73.917158 40.660532)"
"310613387","08/02/2025","02:30:00","BRONX","OUTSIDE","45","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,033,283","237,654","40.818856","-73.822849","POINT (-73.822849 40.818856)"
"300052774","01/25/2025","12:42:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","25-44","M","BLACK HISPANIC","25-44","M","BLACK","1,009,028","247,972","40.847276","-73.910442","POINT (-73.910442 40.847276)"
"303829750","03/28/2025","23:50:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - APT BUILD","N","18-24","M","BLACK","25-44","M","BLACK","999,874","238,251","40.820614","-73.94355","POINT (-73.94355 40.820614)"
"311756929","08/23/2025","17:26:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,021,316","259,277","40.878261","-73.865964","POINT (-73.865964 40.878261)"
"308800538","06/29/2025","02:43:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","WHITE HISPANIC","1,019,527","241,348","40.82904948","-73.87252839","POINT (-73.87252839 40.82904948)"
"304800342","04/15/2025","22:50:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,014,916","247,516","40.846007","-73.889163","POINT (-73.889163 40.846007)"
"299453928","01/14/2025","19:06:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","25-44","F","BLACK","1,003,654","187,147","40.68034","-73.930039","POINT (-73.930039 40.68034)"
"307246929","05/29/2025","15:09:00","MANHATTAN","OUTSIDE","28","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","998,115","230,303","40.798802","-73.949922","POINT (-73.949922 40.798802)"
"309605579","07/14/2025","14:30:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","25-44","M","BLACK","25-44","F","BLACK","1,000,000","238,478","40.821238","-73.943094","POINT (-73.943094 40.821238)"
"306616572","05/18/2025","06:52:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","45-64","M","BLACK","25-44","F","BLACK","1,025,439","258,185","40.875245","-73.851062","POINT (-73.851062 40.875245)"
"307729377","06/07/2025","13:20:00","BROOKLYN","OUTSIDE","75","0","DWELLING","PVT HOUSE","N","(null)","(null)","(null)","18-24","F","BLACK","1,017,336","182,789","40.668338","-73.880734","POINT (-73.880734 40.668338)"
"306651416","05/18/2025","18:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","Y","18-24","M","BLACK","25-44","F","WHITE HISPANIC","1,013,673","252,644","40.860085","-73.89363","POINT (-73.89363 40.860085)"
"305163493","04/22/2025","17:40:00","QUEENS","OUTSIDE","104","0","STREET","(null)","Y","<18","M","BLACK","18-24","M","WHITE HISPANIC","1,011,400","193,806","40.698596","-73.902085","POINT (-73.902085 40.698596)"
"312380154","09/04/2025","14:40:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","45-64","M","BLACK","18-24","M","BLACK","1,019,950","184,443","40.67285815","-73.87130201","POINT (-73.87130201 40.67285815)"
"307645265","06/05/2025","21:52:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK","1,009,310","238,924","40.82243119","-73.90945601","POINT (-73.90945601 40.82243119)"
"305036739","04/20/2025","06:35:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1,006,490","244,533","0","0","POINT (0 0)"
